Site,ServerName,IP address,Update Status,Update Date
RND,WinAppServer10,160.144.125.184,true,22-04-2024
GICT,WinAppServer1,219.247.242.30,true,12-12-2024
GICT,WinAppServer1,232.162.9.8,false,01-12-2024
RND,WinAD4,13.92.79.24,true,19-08-2024
PGMSB,WinAppDB5,235.206.35.227,false,07-05-2024
PGMSB,WinAppServer10,9.220.27.195,false,08-07-2024
GICT,WinAppServer1,20.136.172.221,false,07-10-2024
GICT,WinAD4,133.197.103.150,true,22-01-2024
GICT,WinAppDB5,234.206.22.125,true,26-08-2024
GICT,WinAppDB5,100.99.177.151,true,05-12-2023
GICT,WinAD4,144.220.104.177,false,01-10-2024
GICT,WinAppServer1,222.181.52.207,false,06-12-2023
RND,WinAppServer1,38.194.143.234,false,30-05-2023
RND,WinAppDB5,116.55.201.40,true,08-02-2024
GICT,WinAppDB5,86.179.255.138,false,13-02-2023
RND,WinAppServer115,130.148.212.63,false,29-03-2024
GICT,WinAppServer3,17.78.227.218,false,28-10-2023
RND,WinAppServer3,41.88.43.177,true,02-06-2023
PGMSB,WinAppDB5,132.211.133.2,false,01-03-2024
RND,WinAppDB5,109.141.124.235,false,07-08-2023
PGMSB,WinAppServer115,246.144.172.18,false,16-04-2023
RND,WinAppServer10,167.150.128.222,true,06-11-2023
PGMSB,WinAppServer115,132.27.108.120,true,30-12-2024
PGMSB,WinAppServer3,143.149.102.64,true,25-04-2023
GICT,WinAD4,169.26.23.158,false,14-06-2024
GICT,WinAD4,187.250.72.52,true,30-05-2024
GICT,WinAD4,215.116.13.96,true,16-03-2024
RND,WinAppServer115,222.51.25.57,true,14-05-2024
GICT,WinAppServer115,37.153.248.88,true,30-11-2024
PGMSB,WinAppServer1,157.157.177.111,false,17-07-2023
PGMSB,WinAppServer115,232.122.129.70,false,28-01-2024
PGMSB,WinAppServer115,92.135.201.30,true,08-03-2023
PGMSB,WinAD4,172.90.71.152,false,09-05-2023
RND,WinAppServer115,177.85.30.155,true,04-04-2023
GICT,WinAppDB5,137.216.149.38,false,18-09-2023
PGMSB,WinAppServer10,30.74.199.171,true,25-11-2024
PGMSB,WinAppDB5,245.190.45.143,true,21-02-2023
PGMSB,WinAppServer10,193.218.29.150,true,05-09-2023
GICT,WinAD4,96.217.101.37,false,03-06-2023
RND,WinAD4,21.104.90.239,false,26-01-2023
GICT,WinAppServer10,241.1.14.25,false,03-11-2023
GICT,WinAppDB5,152.41.53.3,false,15-05-2023
PGMSB,WinAppDB5,141.181.108.209,false,16-02-2024
